Date,Station_ID,Basin_role,Area_km2,Observed_mm_day,Simulated_mm_day,Observed_m3s,Simulated_m3s
1980-01-10,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.01999998,0.079150796,26.187037,103.63634
1980-01-11,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.01999998,0.08006847,26.187037,104.83789
1980-01-12,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.01999998,0.080441594,26.187037,105.32645
1980-01-13,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.01999998,0.07459307,26.187037,97.668655
1980-01-14,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.01999998,0.07818854,26.187037,102.376396
1980-01-15,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.01999998,0.080512285,26.187037,105.41901
1980-01-16,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.01999998,0.07459211,26.187037,97.66741
1980-01-17,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.01999998,0.07391,26.187037,96.77428
1980-01-18,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03000009,0.075093746,39.28071,98.32423
1980-01-19,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03000009,0.06862557,39.28071,89.855095
1980-01-20,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03000009,0.06762326,39.28071,88.54272
1980-01-21,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03000009,0.0675112,39.28071,88.395996
1980-01-22,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03000009,0.06979334,39.28071,91.384125
1980-01-23,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03000009,0.070435524,39.28071,92.22497
1980-01-24,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03000009,0.06765306,39.28071,88.58174
1980-01-25,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03000009,0.06732023,39.28071,88.14594
1980-01-26,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03000009,0.06442535,39.28071,84.35553
1980-01-27,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03999996,0.062508345,52.374073,81.84549
1980-01-28,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03999996,0.06553888,52.374073,85.81354
1980-01-29,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03999996,0.067365766,52.374073,88.20557
1980-01-30,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03999996,0.06337321,52.374073,82.977905
1980-01-31,GRDC_5304140,Regulated dry/semi-arid case,113128.1,0.03999996,0.06433904,52.374073,84.242516
